
"0.03641390800476074 -0.14 -0.28 9.52 43.40989027830246
","1.8757877349853516 -0.14 -0.29 9.540000000000001 43.75715574205729
","1.9060778617858887 -0.14 -0.29 9.56 43.87499243860198
","1.9365193843841553 -0.15 -0.28 9.540000000000001 43.85127058238742
","1.96700119972229 -0.14 -0.28 9.55 44.038344777288756
","1.9968111515045166 -0.16 -0.27 9.56 43.75715574205729
","2.026956796646118 -0.15 -0.29 9.53 44.06168102912481
","2.0695414543151855 -0.15 -0.28 9.540000000000001 43.92050869795384
","2.107245445251465 -0.14 -0.29 9.55 44.06400089505309
","2.1474449634552 -0.14 -0.29 9.55 44.06594716356162
","2.180576801300049 -0.14 -0.29 9.53 43.78710813100846
","2.2101645469665527 -0.16 -0.31 9.540000000000001 43.85671791295559
","2.2400612831115723 -0.13 -0.29 9.55 44.01888679139678
","2.2700400352478027 -0.15 -0.28 9.55 43.97104769424599
","2.2999770641326904 -0.15 -0.28 9.55 43.99321847571257
","2.3318698406219482 -0.14 -0.27 9.53 43.945772811116676
","2.36179256439209 -0.15 -0.27 9.55 43.54829523792715
","2.39138126373291 -0.15 -0.28 9.55 43.897942551437254
","2.4210078716278076 -0.14 -0.29 9.53 43.96756592045544
","2.450896978378296 -0.16 -0.28 9.55 43.94422964374328
","2.4821677207946777 -0.16 -0.28 9.55 43.66227315609101
","2.5118072032928467 -0.14 -0.29 9.53 43.73343465012996
","2.5442333221435547 -0.13 -0.27 9.56 43.966413868917414
"
"2.5803449153900146 -0.14 -0.28 9.56 44.03757505577556
","2.611680746078491 -0.16 -0.28 9.540000000000001 44.015394262879255
","2.6425094604492188 -0.14 -0.29 9.57 44.03795967931141
","2.6728193759918213 -0.15 -0.27 9.53 43.96833632695436
","2.7026329040527344 -0.14 -0.28 9.58 43.75754126113786
","2.7338857650756836 -0.13 -0.28 9.53 43.732665755741124
","2.7652297019958496 -0.14 -0.29 9.58 43.827163846546426
","2.795459270477295 -0.14 -0.29 9.55 43.873451696680846
","2.825871229171753 -0.14 -0.26 9.52 43.73304996572463
","2.8561999797821045 -0.14 -0.27 9.540000000000001 43.826011163301914
","2.8862926959991455 -0.15 -0.29 9.540000000000001 44.22388508564057
","2.916501522064209 -0.15 -0.27 9.55 44.10681751011946
","2.947843313217163 -0.15 -0.28 9.56 43.75523526296201
","2.9793620109558105 -0.13 -0.28 9.52 43.8493476423581
","3.0114099979400635 -0.16 -0.29 9.53 44.17721123569743
","3.043243646621704 -0.14 -0.27 9.53 44.08348069987706
"
"3.077106475830078 -0.14 -0.3 9.51 44.013854363194085
","3.1069161891937256 -0.16 -0.27 9.56 44.03757505577556
","3.1427600383758545 -0.16 -0.29 9.56 43.778954850566265
","3.177489757537842 -0.16 -0.28 9.52 43.96833632695436
","3.213766574859619 -0.16 -0.29 9.55 43.87654077134103
","3.2486021518707275 -0.16 -0.28 9.55 43.922050424279085
","3.283743143081665 -0.14 -0.28 9.56 43.99360617417019
","3.3176145553588867 -0.14 -0.29 9.56 43.89948852983024
","3.351910352706909 -0.14 -0.28 9.55 43.94615978903793
","3.387087106704712 -0.14 -0.29 9.53 43.759864338469534
","3.422947883605957 -0.15 -0.27 9.53 43.90065299509586
","3.458202600479126 -0.14 -0.27 9.540000000000001 43.83064751515637
","3.4955215454101562 -0.15 -0.27 9.55 44.06438919988854
","3.530461311340332 -0.14 -0.3 9.53 43.78475727334869
","3.567296028137207 -0.14 -0.29 9.56 43.94849161952194
"
"3.602620840072632 -0.15 -0.31 9.57 43.76220449494719
","3.636686325073242 -0.15 -0.28 9.53 43.78514789690575
","3.6679153442382812 -0.15 -0.28 9.55 43.9247667107923
","3.6988091468811035 -0.17 -0.29 9.53 43.90026436558223
","3.7298648357391357 -0.14 -0.29 9.55 43.6645847406767
","3.7580957412719727 None None None 43.94500027857405
","3.7890703678131104 -0.16 -0.27 9.540000000000001 43.87383617052226
","3.8200340270996094 -0.16 -0.28 9.56 43.944614723942834
","3.850860834121704 -0.14 -0.28 9.53 44.083864146212825
","3.880727767944336 -0.14 -0.29 9.53 44.1297716276683
","3.9103665351867676 -0.14 -0.29 9.56 43.94269406722223
","3.9400384426116943 -0.13 -0.3 9.55 44.08233320747935
","3.97065806388855 -0.16 -0.27 9.53 43.91821034131226
","4.001672029495239 -0.16 -0.29 9.540000000000001 43.96488444223007
","4.031625747680664 -0.13 -0.27 9.56 44.17568212371717
","4.061148405075073 -0.14 -0.27 9.55 43.94116608156827
"
"4.092844247817993 -0.16 -0.28 9.53 43.94116608156827
","4.122371196746826 -0.14 -0.28 9.52 44.034895975120754
","4.151980876922607 -0.14 -0.28 9.55 43.91782894237295
","4.182645559310913 -0.14 -0.27 9.52 44.0111778043723
","4.212803363800049 -0.16 -0.29 9.57 43.871154816579036
","4.2429680824279785 -0.14 -0.27 9.55 44.01232205441537
","4.273061990737915 -0.17 -0.29 9.58 44.05747230111975
","4.302610635757446 -0.14 -0.29 9.55 43.917448017860366
","4.334177494049072 -0.16 -0.28 9.53 44.10452748027827
","4.370275497436523 -0.17 -0.29 9.56 43.894110815355674
","4.404958009719849 -0.16 -0.28 9.540000000000001 43.99051787059058
","4.4409120082855225 -0.15 -0.29 9.53 43.94422964374328
","4.475289583206177 -0.14 -0.28 9.53 44.03911639652364
","4.509231328964233 -0.16 -0.27 9.55 43.8987145917852
","4.543511152267456 -0.16 -0.27 9.51 43.94422964374328
","4.574812889099121 -0.16 -0.3 9.53 43.968722241853754
"
"4.60868763923645 -0.14 -0.27 9.56 43.87460654148037
","4.642327308654785 -0.15 -0.27 9.55 43.8520430793794
","4.673720121383667 -0.15 -0.29 9.540000000000001 43.87576565612049
","4.704284906387329 -0.16 -0.28 9.56 43.89755724291076
","4.734184741973877 -0.14 -0.29 9.57 43.96756592045544
","4.764456510543823 -0.14 -0.27 9.53 43.9660308005981
","4.79578423500061 -0.16 -0.27 9.55 43.91935738470537
","4.826285123825073 -0.16 -0.27 9.53 44.01232205441537
","4.8571999073028564 -0.16 -0.28 9.56 43.96564820671536
","4.888221740722656 -0.15 -0.29 9.52 43.96564820671536
","4.919691562652588 -0.15 -0.28 9.56 44.10567036023675
","4.951006174087524 -0.15 -0.28 9.55 44.0586144428231
","4.982713937759399 -0.16 -0.27 9.52 43.91782894237295
","5.015294790267944 -0.17 -0.28 9.58 43.96488444223007
","5.047499656677246 -0.14 -0.3 9.55 44.034895975120754
","5.0781941413879395 -0.13 -0.28 9.540000000000001 44.05976085443101
"
"5.110263109207153 -0.15 -0.29 9.55 43.94192912553686
","5.142289876937866 -0.16 -0.28 9.540000000000001 43.77818925936712
","5.174103498458862 -0.14 -0.3 9.55 43.707415026577294
","5.207189559936523 -0.15 -0.31 9.55 43.70817940509459
","5.2402732372283936 -0.15 -0.29 9.53 44.03565905457112
","5.271960973739624 -0.15 -0.27 9.56 43.8493476423581
","5.303693771362305 -0.15 -0.26 9.540000000000001 43.8493476423581
","5.337043523788452 -0.15 -0.28 9.55 43.942311359166176
","5.3732311725616455 -0.14 -0.27 9.55 43.99051787059058
","5.408717155456543 -0.13 -0.27 9.540000000000001 43.92050869795384
","5.445666790008545 -0.15 -0.27 9.540000000000001 43.94422964374328
","5.48103666305542 -0.14 -0.28 9.53 43.945386307636916
","5.517389297485352 -0.17 -0.28 9.55 43.992058226939456
","5.554069995880127 -0.15 -0.29 9.55 44.015780423878454
","5.5900609493255615 -0.15 -0.28 9.5 43.7357527193659
"
"5.622796535491943 -0.14 -0.28 9.56 43.80614662174278
","5.6561970710754395 -0.14 -0.28 9.55 43.7349781319448
","5.688506841659546 -0.15 -0.28 9.56 43.80382776085442
","5.7202088832855225 -0.16 -0.3 9.53 43.80382776085442
","5.751608610153198 -0.14 -0.28 9.55 43.99013396757634
","5.782567501068115 -0.15 -0.28 9.55 43.8501153950975
","5.81279730796814 -0.16 -0.25 9.56 43.89602075305737
","5.842274904251099 -0.13 -0.27 9.51 44.10605226909441
","5.872453689575195 -0.15 -0.27 9.56 44.0586144428231
","5.903291463851929 -0.17 -0.27 9.55 44.12900756385809
","5.934127330780029 -0.14 -0.29 9.540000000000001 43.870392985292305
","5.96515417098999 -0.15 -0.3 9.57 43.77666377005519
","5.997051000595093 -0.14 -0.29 9.53 44.10452748027827
","6.02949857711792 -0.14 -0.28 9.540000000000001 43.9415473663392
","6.061980485916138 -0.17 -0.27 9.55 43.988221568994724
","6.092687129974365 -0.15 -0.3 9.52 43.94116608156827
"
"6.1246559619903564 -0.13 -0.29 9.540000000000001 43.89449185404156
","6.1557958126068115 -0.14 -0.29 9.55 43.96488444223007
","6.186035394668579 -0.16 -0.28 9.56 43.91706756777944
","6.216132402420044 -0.15 -0.28 9.56 44.0586144428231
","6.246206998825073 -0.15 -0.29 9.540000000000001 43.987079823016735
","6.277915000915527 -0.16 -0.28 9.53 43.96336260642459
","6.310497522354126 -0.14 -0.28 9.55 43.800000946562214
","6.344312429428101 -0.14 -0.29 9.53 43.893730251101445
","6.380077123641968 -0.15 -0.27 9.55 44.011940163301055
","6.415226936340332 -0.16 -0.27 9.53 43.966413868917414
","6.450673818588257 -0.15 -0.29 9.55 43.84973128150951
","6.486741542816162 -0.16 -0.28 9.56 43.99051787059058
","6.525204181671143 -0.15 -0.28 9.56 43.99128709989925
","6.557769060134888 -0.14 -0.29 9.55 44.06206648736542
","6.58934473991394 -0.14 -0.29 9.56 43.92089341789505
"
"6.625744342803955 -0.15 -0.27 9.55 43.99128709989925
","6.6574671268463135 -0.15 -0.28 9.540000000000001 43.850885045533985
","6.68823504447937 -0.14 -0.31 9.56 43.92050869795384
","6.719106912612915 -0.12 -0.28 9.55 44.082715230510324
","6.7501444816589355 -0.14 -0.27 9.53 44.011940163301055
","6.782026290893555 -0.16 -0.28 9.55 44.08195165888003
","6.813794136047363 -0.14 -0.27 9.540000000000001 43.61406835298655
","6.84551477432251 -0.16 -0.26 9.55 44.08195165888003
","6.87659478187561 -0.14 -0.3 9.55 43.89487336715418
","6.907329559326172 -0.16 -0.26 9.55 43.98784051257041
","6.938540458679199 -0.15 -0.27 9.53 44.15196361228364
","6.96912693977356 -0.14 -0.26 9.57 43.77780717540764
","6.999455690383911 -0.15 -0.28 9.55 43.870012781286576
","7.029629707336426 -0.14 -0.28 9.55 43.77818925936712
","7.0603673458099365 -0.14 -0.29 9.55 44.15120262345424
","7.09048318862915 -0.15 -0.3 9.55 44.221215719741984
","7.1216771602630615 -0.15 -0.29 9.57 44.01041734317016
"
"7.15575385093689 -0.16 -0.28 9.53 44.174160602761425
","7.18755841255188 -0.15 -0.3 9.55 44.152726498864254
","7.21899151802063 -0.14 -0.27 9.52 43.988221568994724
","7.252954959869385 -0.14 -0.27 9.52 43.98784051257041
","7.289477586746216 -0.15 -0.28 9.56 43.966413868917414
","7.325159549713135 -0.16 -0.29 9.540000000000001 44.317999428502695
","7.361978530883789 -0.15 -0.27 9.56 43.80305860260276
","7.398807048797607 -0.16 -0.27 9.5 44.06245242003276
","7.435422658920288 -0.15 -0.29 9.56 43.75870066491537
","7.471035480499268 -0.15 -0.29 9.55 44.24991390121182
","7.508011341094971 -0.16 -0.27 9.540000000000001 43.80537177042443
","7.543447017669678 -0.15 -0.28 9.540000000000001 44.15695629735864
","7.580021858215332 -0.15 -0.3 9.55 43.852430039508114
","7.615115642547607 -0.14 -0.27 9.53 44.11144880882868
"
"7.6538002490997314 -0.15 -0.31 9.52 44.016554169171805
","7.690610885620117 -0.14 -0.27 9.57 43.94693516815571
","7.7252256870269775 -0.17 -0.3 9.52 43.85398262428046
","7.76019549369812 -0.14 -0.28 9.53 43.94654724138099
","7.792076349258423 -0.15 -0.28 9.56 43.876152976517396
","7.822854042053223 -0.16 -0.27 9.540000000000001 44.17874793869236
","7.853874683380127 -0.15 -0.3 9.51 43.92089341789505
","7.884743690490723 -0.16 -0.29 9.540000000000001 44.01232205441537
","7.91499137878418 -0.15 -0.3 9.53 43.778571817753324
","7.945465087890625 -0.14 -0.3 9.53 43.942311359166176
","7.9735729694366455 None None None 44.10490796583114
","8.005432844161987 -0.16 -0.28 9.53 44.10414746916198
","8.036461591720581 -0.15 -0.3 9.55 43.940785271229
","8.069526433944702 -0.15 -0.28 9.55 44.01155874662331
","8.101336002349854 -0.15 -0.27 9.57 44.12824539780401
","8.133142948150635 -0.13 -0.27 9.540000000000001 44.10528892581566
"
"8.166284561157227 -0.16 -0.3 9.56 44.05823325448705
","8.197061538696289 -0.14 -0.27 9.55 43.89525535469354
","8.22780728340149 -0.16 -0.27 9.540000000000001 44.08195165888003
","8.260545015335083 -0.14 -0.28 9.53 43.9415473663392
","8.292244911193848 -0.15 -0.27 9.540000000000001 43.91821034131226
","8.324183702468872 -0.16 -0.27 9.53 43.75447039227956
","8.355996131896973 -0.17 -0.28 9.53 43.77742556586506
","8.386443138122559 -0.15 -0.3 9.56 43.9415473663392
","8.41749095916748 -0.16 -0.27 9.52 44.05823325448705
","8.447629690170288 -0.14 -0.29 9.56 44.10490796583114
","8.484022378921509 -0.14 -0.28 9.53 43.91706756777944
","8.51958703994751 -0.15 -0.27 9.51 44.153108653816794
","8.55566692352295 -0.15 -0.27 9.56 44.01308725993896
","8.590471744537354 -0.14 -0.29 9.57 43.96718142884609
","8.623531579971313 -0.15 -0.3 9.540000000000001 44.03873034968791
","8.65923810005188 -0.15 -0.29 9.52 44.10720084228193
"
"8.695000886917114 -0.14 -0.25 9.56 44.084632462184246
","8.730619668960571 -0.13 -0.29 9.55 43.921664281052756
","8.765796422958374 -0.15 -0.27 9.52 44.03911639652364
","8.798004388809204 -0.15 -0.27 9.540000000000001 43.87576565612049
","8.829176902770996 -0.16 -0.26 9.56 44.015008576311715
","8.86005687713623 -0.15 -0.28 9.51 43.920124452444284
","8.890880584716797 -0.14 -0.29 9.540000000000001 43.8719185455727
","8.920901536941528 -0.14 -0.28 9.58 44.176445730829236
","8.951564073562622 -0.16 -0.29 9.53 44.10490796583114
","8.981708765029907 -0.16 -0.28 9.55 43.894110815355674
","9.011629581451416 -0.15 -0.28 9.52 43.940785271229
","9.042903661727905 -0.16 -0.28 9.55 43.870012781286576
","9.073111295700073 -0.16 -0.27 9.55 43.77704443074922
","9.102102041244507 None None None 44.01079733655295
","9.132254123687744 -0.14 -0.27 9.59 43.96298333355358
","9.163217782974243 -0.16 -0.29 9.540000000000001 44.08043020885341
"
"9.197503566741943 -0.15 -0.31 9.56 43.91630809089287
","9.229701280593872 -0.14 -0.29 9.57 43.987079823016735
","9.261058807373047 -0.16 -0.28 9.53 44.03413479340192
","9.292500734329224 -0.14 -0.28 9.56 44.26865121867826
","9.322887420654297 -0.16 -0.27 9.55 44.03413479340192
","9.353637456893921 -0.16 -0.29 9.540000000000001 44.08005103243204
","9.384312152862549 -0.15 -0.27 9.55 44.05633442932587
","9.415105819702148 -0.15 -0.29 9.53 44.03375491419244
","9.445360660552979 -0.15 -0.29 9.56 44.01003782421903
","9.48056149482727 -0.15 -0.27 9.53 43.93926677416876
","9.516379117965698 -0.15 -0.27 9.540000000000001 43.871154816579036
","9.552561044692993 -0.15 -0.28 9.55 43.84819957143967
","9.588095903396606 -0.15 -0.29 9.52 43.89640416387692
","9.624030590057373 -0.14 -0.27 9.55 43.99013396757634
","9.66028904914856 -0.15 -0.28 9.55 44.01423862647159
"
"9.695098876953125 -0.16 -0.28 9.57 44.155797022703716
","9.731647729873657 -0.14 -0.28 9.540000000000001 44.06129604531586
","9.766924381256104 -0.16 -0.29 9.540000000000001 44.13130544851774
","9.803949117660522 -0.15 -0.27 9.540000000000001 44.08540267589703
","9.839670896530151 -0.15 -0.28 9.53 44.03873034968791
","9.875785827636719 -0.14 -0.29 9.53 44.1091246196379
","9.912103414535522 -0.13 -0.26 9.540000000000001 44.203241547893306
","9.947476387023926 -0.14 -0.26 9.56 44.0146233641709
","9.983666896820068 -0.14 -0.29 9.540000000000001 44.08617478734627
","10.015837669372559 -0.14 -0.3 9.53 44.1095107984198
","10.053502559661865 -0.14 -0.29 9.55 43.99128709989925
","10.088204145431519 -0.13 -0.28 9.55 44.155797022703716
","10.125391960144043 -0.16 -0.28 9.53 44.31915203566775
","10.161827564239502 -0.15 -0.3 9.55 44.17874793869236
"
"10.197092294692993 -0.14 -0.3 9.55 44.17836305128385
","10.232893228530884 -0.14 -0.29 9.540000000000001 43.922050424279085
","10.267140865325928 -0.15 -0.28 9.51 43.68753395689488
","10.297730684280396 -0.16 -0.27 9.55 44.03795967931141
","10.327824354171753 -0.13 -0.27 9.53 43.94346090662437
","10.355497360229492 None None None 44.0586144428231
","10.387337923049927 -0.15 -0.31 9.55 43.89297054586826
","10.417875051498413 -0.14 -0.29 9.55 43.939645686786335
","10.450448751449585 -0.14 -0.29 9.540000000000001 43.7996208744633
","10.479616641998291 -0.13 -0.27 9.53 44.12634828530636
","10.50962233543396 -0.14 -0.26 9.540000000000001 44.00890211396048
","10.54025411605835 -0.15 -0.26 9.56 43.939645686786335
","10.570066690444946 -0.15 -0.27 9.52 44.00890211396048
","10.599610567092896 -0.13 -0.28 9.56 44.3126770539427
","10.629294395446777 -0.14 -0.28 9.540000000000001 44.125592761374136
","10.660483121871948 -0.14 -0.28 9.540000000000001 44.147801658406046
"
"10.69403886795044 -0.15 -0.26 9.57 44.07853907111227
","10.726181745529175 -0.15 -0.3 9.52 44.03261812316869
","10.758513450622559 -0.15 -0.27 9.57 44.05633442932587
","10.790104389190674 -0.17 -0.29 9.56 44.1037679324921
","10.820432901382446 -0.15 -0.3 9.540000000000001 44.033375509419535
","10.8504478931427 -0.14 -0.29 9.58 44.03224014169566
","10.88040566444397 -0.17 -0.27 9.53 44.07891634978735
","10.911733388900757 -0.13 -0.3 9.56 44.19560776030272
","10.941345453262329 -0.15 -0.3 9.56 44.125970286119504
","10.973055124282837 -0.15 -0.28 9.51 44.1248391351882
","11.007460594177246 -0.17 -0.27 9.53 44.17226937645111
","11.041979551315308 -0.15 -0.29 9.55 44.00890211396048
","11.075624227523804 -0.16 -0.29 9.55 44.0567132454889
","11.110329866409302 -0.16 -0.27 9.57 44.15082284068947
","11.144186019897461 -0.15 -0.28 9.540000000000001 44.0586144428231
","11.178339719772339 -0.14 -0.29 9.5 44.0111778043723
"
"11.212339162826538 -0.14 -0.29 9.53 44.199019479949996
","11.24558711051941 -0.15 -0.28 9.56 43.96526608725443
","11.280373811721802 -0.14 -0.26 9.5 44.08157058472221
","11.314384698867798 -0.14 -0.27 9.540000000000001 43.824862749883245
","11.347719430923462 -0.14 -0.29 9.540000000000001 43.988603099845776
","11.38267207145691 -0.13 -0.29 9.52 43.8489644776285
","11.415957927703857 -0.15 -0.29 9.52 44.0586144428231
","11.449092626571655 -0.16 -0.28 9.55 43.96526608725443
","11.483761548995972 -0.16 -0.28 9.53 44.199400932114436
","11.517080068588257 -0.16 -0.28 9.53 44.03604130594378
","11.55054497718811 -0.13 -0.28 9.57 44.03565905457112
","11.584928750991821 -0.13 -0.3 9.540000000000001 44.05899610559081
","11.618340492248535 -0.15 -0.29 9.55 43.91859221467831
","11.651762247085571 -0.16 -0.29 9.540000000000001 44.01232205441537
","11.685870170593262 -0.15 -0.28 9.53 43.96488444223007
"
"11.717683792114258 -0.15 -0.28 9.51 44.01232205441537
","11.75096344947815 -0.14 -0.3 9.56 44.03413479340192
","11.785547256469727 -0.15 -0.29 9.540000000000001 44.08157058472221
","11.818892002105713 -0.14 -0.27 9.56 44.10528892581566
","11.852714776992798 -0.14 -0.27 9.56 44.0111778043723
","11.886700630187988 -0.18 -0.28 9.55 44.034895975120754
","11.921039342880249 -0.17 -0.29 9.57 44.03451514704305
","11.9531090259552 -0.14 -0.29 9.52 44.12938935854245
","11.989101886749268 -0.15 -0.29 9.53 43.89525535469354
","12.025633573532104 -0.15 -0.28 9.55 44.03565905457112
","12.060391426086426 -0.16 -0.28 9.56 43.7793383577961
","12.094160079956055 -0.15 -0.28 9.53 44.03604130594378
","12.129287004470825 -0.13 -0.28 9.53 43.96526608725443
","12.165692806243896 -0.15 -0.28 9.57 44.15349128320099
","12.200741529464722 -0.14 -0.27 9.540000000000001 44.15387438702668
"
